,ANIO_DENUNCIA,ANIO_HECHO,CAPTURA,CONDENA,DELITO,DEPARTAMENTO,ESTADO_NOTICIA,ETAPA,GRUPO_EDAD_VICTIMA,HECHO,HOMICIDIO_DOLOSO_CONSUMADO,IMPUTACION,MUNICIPIO,PAIS,PAIS_NACIMIENTO,SEXO_VICTIMA,TOTAL_VICTIMAS,TOTAL_POBLACIÓN,TOTAL_FEMINICIDIOS,PORCENTAJE_TOTAL,PORCENTAJE_FEMINICIDIOS,MUNICIPIO_UNICO,PORCENTAJE_FEMINICIDIOS_UNICO
89,2016,2016,NO,NO,FEMINICIDIO ART. 104A C.P.,"BOGOTÁ, D. C.",INACTIVO,INDAGACIÓN,SIN DATO,SI,NO,NO,"BOGOTÁ, D.C.",Colombia,Colombia,MASCULINO,2,8380801,884,100%,0.0105479177944924%,PAIME,0.024443901246639%
90,2016,2016,NO,NO,FEMINICIDIO ART. 104A C.P.,"BOGOTÁ, D. C.",INACTIVO,INDAGACIÓN,SIN DATO,SI,SI,NO,"BOGOTÁ, D.C.",Colombia,Colombia,FEMENINO,6,8380801,884,100%,0.0105479177944924%,COPACABANA,0.0188151811633158%
91,2016,2016,NO,NO,FEMINICIDIO ART. 104A C.P.,Bolívar,ACTIVO,INDAGACIÓN,JUVENTUD 18 - 28,SI,SI,NO,EL CARMEN DE BOLÍVAR,Colombia,Colombia,FEMENINO,1,79606,3,100%,0.003768560158782%,LURUACO,0.0104975855553223%
92,2016,2016,NO,NO,FEMINICIDIO ART. 104A C.P.,Caldas,ACTIVO,INDAGACIÓN,JUVENTUD 18 - 28,SI,SI,NO,PÁCORA,Colombia,Colombia,FEMENINO,1,10608,10,100%,0.0942684766214178%,SAN LUIS,0.0458379171250458%
93,2016,2016,NO,NO,FEMINICIDIO ART. 104A C.P.,Cauca,ACTIVO,INDAGACIÓN,JUVENTUD 18 - 28,SI,NO,NO,ARGELIA,Colombia,Colombia,FEMENINO,1,8036,8,100%,0.0995520159283226%,ANDES,0.00628311726391187%
94,2016,2016,NO,NO,FEMINICIDIO ART. 104A C.P.,Cauca,ACTIVO,INDAGACIÓN,JUVENTUD 18 - 28,SI,NO,NO,POPAYÁN,Colombia,Colombia,FEMENINO,1,288636,41,100%,0.0142047423051872%,ARAUCA,0.0190724434978861%
95,2016,2016,NO,NO,FEMINICIDIO ART. 104A C.P.,Cesar,ACTIVO,INDAGACIÓN,SIN DATO,SI,SI,NO,VALLEDUPAR,Colombia,Colombia,FEMENINO,1,503444,41,100%,0.00814390478384885%,MONIQUIRÁ,0.00473238370167053%
96,2016,2016,NO,NO,FEMINICIDIO ART. 104A C.P.,Chocó,ACTIVO,INDAGACIÓN,ADULTEZ 29 - 59,SI,SI,NO,QUIBDO,Colombia,Colombia,FEMENINO,2,116322,28,100%,0.0240711129451007%,CANALETE,0.0125041680560187%
97,2016,2016,NO,NO,FEMINICIDIO ART. 104A C.P.,Chocó,ACTIVO,INDAGACIÓN,SIN DATO,SI,SI,NO,QUIBDO,Colombia,,MASCULINO,1,116322,28,100%,0.0240711129451007%,SOACHA,0.00669549252395401%
98,2016,2016,NO,NO,FEMINICIDIO ART. 104A C.P.,Córdoba,ACTIVO,INDAGACIÓN,SIN DATO,SI,SI,NO,CERETÉ,Colombia,Colombia,FEMENINO,1,94935,6,100%,0.00632011376204772%,LA PLATA,0.00146258702392792%
99,2016,2016,NO,NO,FEMINICIDIO ART. 104A C.P.,Magdalena,ACTIVO,INDAGACIÓN,ADULTEZ 29 - 59,SI,NO,NO,CIÉNAGA,Colombia,Colombia,FEMENINO,1,105807,14,100%,0.0132316387384578%,LOS PATIOS,0.00739626735041049%
100,2016,2016,NO,NO,FEMINICIDIO ART. 104A C.P.,Magdalena,ACTIVO,INDAGACIÓN,ADULTEZ 29 - 59,SI,NO,NO,FUNDACIÓN,Colombia,Colombia,FEMENINO,1,57677,24,100%,0.0416110407961579%,SUCRE,0.0565802874278601%
101,2016,2016,NO,NO,FEMINICIDIO ART. 104A C.P.,Magdalena,ACTIVO,INDAGACIÓN,ADULTEZ 29 - 59,SI,SI,NO,SANTA MARTA,Colombia,Colombia,FEMENINO,2,524031,75,100%,0.0143121303892327%,SAN GIL,0.00650026001040042%
102,2016,2016,NO,NO,FEMINICIDIO ART. 104A C.P.,Magdalena,ACTIVO,INDAGACIÓN,JUVENTUD 18 - 28,SI,SI,NO,SANTA MARTA,Colombia,Colombia,FEMENINO,2,524031,75,100%,0.0143121303892327%,RIOBLANCO,0.0249594409085236%
103,2016,2016,NO,NO,FEMINICIDIO ART. 104A C.P.,Meta,ACTIVO,INDAGACIÓN,ADULTEZ 29 - 59,SI,NO,NO,PUERTO GAITÁN,Colombia,Colombia,FEMENINO,1,19113,15,100%,0.0784806152880239%,LÉRIDA,0.0300769971126083%
104,2016,2016,NO,NO,FEMINICIDIO ART. 104A C.P.,Meta,ACTIVO,INDAGACIÓN,JUVENTUD 18 - 28,SI,NO,NO,VILLAVICENCIO,Colombia,Colombia,FEMENINO,1,538527,53,100%,0.00984166067810899%,NEIRA,0.00632311097059753%
105,2016,2016,NO,NO,FEMINICIDIO ART. 104A C.P.,Meta,ACTIVO,INDAGACIÓN,SIN DATO,SI,NO,NO,LEJANÍAS,Colombia,Colombia,FEMENINO,1,9229,8,100%,0.0866832809621844%,VALPARAÍSO,0.016498927569708%
106,2016,2016,NO,NO,FEMINICIDIO ART. 104A C.P.,Meta,ACTIVO,INDAGACIÓN,SIN DATO,SI,NO,NO,VILLAVICENCIO,Colombia,Colombia,FEMENINO,1,538527,53,100%,0.00984166067810899%,SUAZA,0.0138395534437422%
107,2016,2016,NO,NO,FEMINICIDIO ART. 104A C.P.,Nariño,ACTIVO,INDAGACIÓN,ADULTEZ 29 - 59,SI,SI,NO,TUMACO,Colombia,Colombia,FEMENINO,1,221469,13,100%,0.00586989601253449%,FLORIÁN,0.015976993129893%
108,2016,2016,NO,NO,FEMINICIDIO ART. 104A C.P.,Quindío,INACTIVO,INDAGACIÓN,ADOLESCENTE 14 - 17,SI,SI,NO,ARMENIA,Colombia,Colombia,FEMENINO,1,3765,30,100%,0.796812749003984%,SINCELEJO,0.00407333358225927%
109,2016,2016,NO,NO,FEMINICIDIO ART. 104A C.P.,Quindío,INACTIVO,INDAGACIÓN,SIN DATO,SI,SI,NO,ARMENIA,Colombia,Colombia,MASCULINO,1,3765,30,100%,0.796812749003984%,RIOFRÍO,0.0368486992409168%
110,2016,2016,NO,NO,FEMINICIDIO ART. 104A C.P.,Tolima,INACTIVO,INDAGACIÓN,JUVENTUD 18 - 28,SI,NO,NO,FRESNO,Colombia,Colombia,FEMENINO,1,29663,3,100%,0.0101136095472474%,FLORIDABLANCA,0.00746446912695569%
111,2016,2016,NO,NO,FEMINICIDIO ART. 104A C.P.,Valle del Cauca,ACTIVO,INDAGACIÓN,ADULTEZ 29 - 59,SI,NO,NO,BUENAVENTURA,Colombia,Colombia,FEMENINO,1,440995,33,100%,0.00748307803943356%,RIOHACHA,0.00393459393351192%
112,2016,2016,NO,NO,FEMINICIDIO ART. 104A C.P.,Valle del Cauca,ACTIVO,INDAGACIÓN,ADULTEZ 29 - 59,SI,NO,NO,LA UNIÓN,Colombia,Colombia,FEMENINO,1,19588,9,100%,0.0459464978558301%,PUENTE NACIONAL,0.0173325244821908%
113,2016,2016,NO,NO,FEMINICIDIO ART. 104A C.P.,Valle del Cauca,ACTIVO,INDAGACIÓN,JUVENTUD 18 - 28,SI,NO,NO,JAMUNDÍ,Colombia,Colombia,FEMENINO,1,132540,11,100%,0.00829938131884714%,SEGOVIA,0.0140462590130162%
114,2016,2016,NO,NO,FEMINICIDIO ART. 104A C.P.,Valle del Cauca,ACTIVO,INDAGACIÓN,JUVENTUD 18 - 28,SI,SI,NO,BUENAVENTURA,Colombia,Colombia,FEMENINO,1,440995,33,100%,0.00748307803943356%,PEQUE,0.025882149943922%
115,2016,2016,NO,NO,FEMINICIDIO ART. 104A C.P.,Valle del Cauca,ACTIVO,INDAGACIÓN,SIN DATO,SI,NO,NO,LA UNIÓN,Colombia,Colombia,MASCULINO,1,19588,9,100%,0.0459464978558301%,TARAZÁ,0.0102195151861996%
116,2016,2016,NO,NO,FEMINICIDIO ART. 104A C.P.,Valle del Cauca,ACTIVO,INDAGACIÓN,SIN DATO,SI,SI,NO,CALI,Colombia,Colombia,FEMENINO,1,2496346,444,100%,0.0177859960117708%,SANTA ROSA,0.0118873083171534%
117,2016,2016,NO,NO,FEMINICIDIO ART. 104A C.P.,Valle del Cauca,INACTIVO,INDAGACIÓN,ADOLESCENTE 14 - 17,SI,NO,NO,PALMIRA,Colombia,Colombia,FEMENINO,1,314418,46,100%,0.0146302056498038%,SANTA ROSA DEL SUR,0.00212381862588935%
118,2016,2016,NO,NO,FEMINICIDIO ART. 104A C.P.,Valle del Cauca,INACTIVO,INDAGACIÓN,JUVENTUD 18 - 28,SI,SI,NO,CALI,Colombia,Colombia,FEMENINO,2,2496346,444,100%,0.0177859960117708%,AQUITANIA,0.021043771043771%
119,2016,2016,NO,NO,FEMINICIDIO ART. 104A C.P.,Valle del Cauca,INACTIVO,INDAGACIÓN,SIN DATO,SI,NO,NO,CALI,Colombia,Colombia,FEMENINO,2,2496346,444,100%,0.0177859960117708%,CÓMBITA,0.00643790639284105%
120,2016,2016,NO,NO,FEMINICIDIO ART. 104A C.P.,Valle del Cauca,INACTIVO,INDAGACIÓN,SIN DATO,SI,NO,NO,PALMIRA,Colombia,Colombia,MASCULINO,1,314418,46,100%,0.0146302056498038%,QUÍPAMA,0.0135574837310195%
121,2016,2016,NO,NO,FEMINICIDIO ART. 104A C.P.,Valle del Cauca,INACTIVO,INDAGACIÓN,SIN DATO,SI,SI,NO,CALI,Colombia,Colombia,FEMENINO,1,2496346,444,100%,0.0177859960117708%,MANIZALES,0.00571221370633261%
122,2016,2016,NO,NO,"FEMINICIDIO ART. 104A C.P. AGRAVADO NUM. 1, 3, 5, 7 Y 8 DEL ART. 104. ART. 104B L.G",Chocó,ACTIVO,INDAGACIÓN,JUVENTUD 18 - 28,SI,NO,NO,TADÓ,Colombia,Colombia,FEMENINO,1,19233,3,100%,0.0155981906098893%,CURILLO,0.00838926174496644%
123,2016,2016,NO,SI,FEMINICIDIO ART. 104A C.P.,Antioquia,INACTIVO,EJECUCIÓN DE PENAS,ADULTEZ 29 - 59,SI,NO,SI,MEDELLÍN,Colombia,Colombia,FEMENINO,1,2569007,215,100%,0.00836899237721034%,CARTAGENA DEL CHAIRÁ,0.013891590031395%
124,2016,2016,NO,SI,FEMINICIDIO ART. 104A C.P.,Bolívar,INACTIVO,EJECUCIÓN DE PENAS,SIN DATO,SI,NO,SI,CARTAGENA,Colombia,Colombia,FEMENINO,1,1057767,104,100%,0.0098320329524366%,SAN VICENTE DEL CAGUÁN,0.0107829790675419%
125,2016,2016,NO,SI,FEMINICIDIO ART. 104A C.P.,Casanare,INACTIVO,EJECUCIÓN DE PENAS,JUVENTUD 18 - 28,SI,SI,SI,YOPAL,Colombia,Colombia,FEMENINO,1,155882,17,100%,0.0109056850694756%,CALOTO,0.00563443768311923%
126,2016,2016,NO,SI,FEMINICIDIO ART. 104A C.P.,Cauca,INACTIVO,EJECUCIÓN DE PENAS,JUVENTUD 18 - 28,SI,SI,SI,POPAYÁN,Colombia,Colombia,FEMENINO,1,288636,41,100%,0.0142047423051872%,BUENOS AIRES,0.0198880586413615%
127,2016,2016,NO,SI,FEMINICIDIO ART. 104A C.P.,Cauca,INACTIVO,EJECUCIÓN DE PENAS,JUVENTUD 18 - 28,SI,SI,SI,POPAYÁN,Colombia,Colombia,MASCULINO,1,288636,41,100%,0.0142047423051872%,ALMAGUER,0.00934972652049927%
128,2016,2016,NO,SI,FEMINICIDIO ART. 104A C.P.,Cundinamarca,INACTIVO,EJECUCIÓN DE PENAS,JUVENTUD 18 - 28,SI,SI,SI,SUESCA,Colombia,Colombia,FEMENINO,1,19113,3,100%,0.0156961230576048%,PUERTO TEJADA,0.0194741966893866%
129,2016,2016,NO,SI,FEMINICIDIO ART. 104A C.P.,Magdalena,INACTIVO,EJECUCIÓN DE PENAS,ADULTEZ 29 - 59,SI,SI,SI,SANTA MARTA,Colombia,Colombia,FEMENINO,1,524031,75,100%,0.0143121303892327%,CORINTO,0.0177273533061514%
130,2016,2016,NO,SI,FEMINICIDIO ART. 104A C.P.,Magdalena,INACTIVO,EJECUCIÓN DE PENAS,JUVENTUD 18 - 28,SI,NO,SI,SANTA MARTA,Colombia,Colombia,FEMENINO,1,524031,75,100%,0.0143121303892327%,MERCADERES,0.0163961305131989%
131,2016,2016,NO,SI,FEMINICIDIO ART. 104A C.P.,Meta,INACTIVO,EJECUCIÓN DE PENAS,SIN DATO,SI,SI,SI,VILLAVICENCIO,Colombia,Colombia,FEMENINO,1,538527,53,100%,0.00984166067810899%,VILLA RICA,0.0291817439010155%
132,2016,2016,NO,SI,FEMINICIDIO ART. 104A C.P.,Valle del Cauca,INACTIVO,EJECUCIÓN DE PENAS,ADULTEZ 29 - 59,SI,NO,SI,CALI,Colombia,Colombia,FEMENINO,1,2496346,444,100%,0.0177859960117708%,CALDONO,0.0116455106556423%
133,2016,2016,NO,SI,FEMINICIDIO ART. 104A C.P.,Valle del Cauca,INACTIVO,EJECUCIÓN DE PENAS,SIN DATO,SI,NO,SI,CALI,Colombia,Colombia,FEMENINO,1,2496346,444,100%,0.0177859960117708%,SAN ALBERTO,0.0185013876040703%
134,2016,2016,SI,NO,FEMINICIDIO ART. 104A C.P.,Risaralda,ACTIVO,INVESTIGACIÓN,ADULTEZ 29 - 59,SI,NO,SI,PEREIRA,Colombia,Colombia,FEMENINO,1,481129,35,100%,0.00727455630402657%,AGUSTÍN CODAZZI,0.0143427927466448%
135,2016,2016,SI,NO,FEMINICIDIO ART. 104A C.P. AGRAVADO POR COMETERSE EN PRESENCIA DE UNA PERSONA INTEGRANTE DE LA UNIDAD DOMESTICA. ART. 104B L.E,Magdalena,ACTIVO,JUICIO,INFANCIA 6 - 11,SI,NO,SI,SANTA MARTA,Colombia,Colombia,MASCULINO,1,524031,75,100%,0.0143121303892327%,ACANDÍ,0.0109170305676856%
136,2016,2016,SI,NO,FEMINICIDIO ART. 104A C.P. AGRAVADO POR COMETERSE EN PRESENCIA DE UNA PERSONA INTEGRANTE DE LA UNIDAD DOMESTICA. ART. 104B L.E,Magdalena,ACTIVO,JUICIO,JUVENTUD 18 - 28,SI,NO,SI,SANTA MARTA,Colombia,Colombia,FEMENINO,1,524031,75,100%,0.0143121303892327%,ISTMINA,0.0153063176826235%
137,2016,2016,SI,SI,FEMINICIDIO ART. 104A C.P.,Antioquia,INACTIVO,EJECUCIÓN DE PENAS,ADULTEZ 29 - 59,SI,SI,SI,APARTADÓ,Colombia,Colombia,FEMENINO,1,206885,9,100%,0.00435024288856128%,LA APARTADA,0.0120656370656371%
138,2016,2016,SI,SI,FEMINICIDIO ART. 104A C.P.,Antioquia,INACTIVO,EJECUCIÓN DE PENAS,SIN DATO,SI,NO,SI,ITUANGO,Colombia,Colombia,FEMENINO,3,19222,3,100%,0.0156071168452815%,PUERTO LIBERTADOR,0.00539354931501924%
139,2016,2016,SI,SI,FEMINICIDIO ART. 104A C.P.,Cauca,INACTIVO,EJECUCIÓN DE PENAS,SIN DATO,SI,SI,SI,POPAYÁN,Colombia,Colombia,FEMENINO,1,288636,41,100%,0.0142047423051872%,PARATEBUENO,0.012721027859051%
140,2016,2016,SI,SI,FEMINICIDIO ART. 104A C.P.,Cauca,INACTIVO,EJECUCIÓN DE PENAS,SIN DATO,SI,SI,SI,POPAYÁN,Colombia,Colombia,MASCULINO,1,288636,41,100%,0.0142047423051872%,SUBACHOQUE,0.0112917795844625%
141,2016,2016,SI,SI,FEMINICIDIO ART. 104A C.P.,Cundinamarca,INACTIVO,EJECUCIÓN DE PENAS,ADULTEZ 29 - 59,SI,SI,SI,TOPAIPÍ,Colombia,Colombia,FEMENINO,2,4462,3,100%,0.0672344240251009%,SAN MARTÍN,0.0368130423349987%
142,2016,2016,SI,SI,FEMINICIDIO ART. 104A C.P.,Cundinamarca,INACTIVO,EJECUCIÓN DE PENAS,JUVENTUD 18 - 28,SI,SI,SI,FUSAGASUGÁ,Colombia,Colombia,FEMENINO,1,147631,3,100%,0.00203209353049156%,FRANCISCO PIZARRO,0.0114580349470066%
143,2016,2016,SI,SI,FEMINICIDIO ART. 104A C.P.,Cundinamarca,INACTIVO,EJECUCIÓN DE PENAS,PRE-ADOLESCENTE 12 - 13,SI,SI,SI,TOPAIPÍ,Colombia,Colombia,MASCULINO,1,4462,3,100%,0.0672344240251009%,SAMANIEGO,0.00611184679637364%
144,2016,2016,SI,SI,FEMINICIDIO ART. 104A C.P.,Meta,INACTIVO,EJECUCIÓN DE PENAS,ADULTEZ 29 - 59,SI,SI,SI,VILLAVICENCIO,Colombia,Colombia,FEMENINO,1,538527,53,100%,0.00984166067810899%,EL TARRA,0.0270880361173815%
145,2016,2016,SI,SI,FEMINICIDIO ART. 104A C.P.,Norte de Santander,ACTIVO,EJECUCIÓN DE PENAS,ADOLESCENTE 14 - 17,SI,SI,SI,CÚCUTA,Colombia,Colombia,FEMENINO,1,680765,30,100%,0.00440680704795341%,PUERTO ASÍS,0.0250183728675746%
146,2016,2016,SI,SI,FEMINICIDIO ART. 104A C.P.,Norte de Santander,ACTIVO,EJECUCIÓN DE PENAS,ADOLESCENTE 14 - 17,SI,SI,SI,CÚCUTA,Colombia,Colombia,MASCULINO,1,680765,30,100%,0.00440680704795341%,BELÉN DE UMBRÍA,0.010820949357957%
147,2016,2016,SI,SI,FEMINICIDIO ART. 104A C.P.,Norte de Santander,ACTIVO,EJECUCIÓN DE PENAS,JUVENTUD 18 - 28,SI,SI,SI,CÚCUTA,Colombia,Colombia,FEMENINO,1,680765,30,100%,0.00440680704795341%,PIEDECUESTA,0.00479125117535381%
148,2016,2016,SI,SI,FEMINICIDIO ART. 104A C.P.,Norte de Santander,ACTIVO,EJECUCIÓN DE PENAS,JUVENTUD 18 - 28,SI,SI,SI,CÚCUTA,Colombia,Colombia,MASCULINO,1,680765,30,100%,0.00440680704795341%,MARIQUITA,0.0119947223221782%
149,2016,2016,SI,SI,FEMINICIDIO ART. 104A C.P.,Norte de Santander,ACTIVO,EJECUCIÓN DE PENAS,SIN DATO,SI,SI,SI,CÚCUTA,Colombia,Colombia,FEMENINO,1,680765,30,100%,0.00440680704795341%,IBAGUÉ,0.0206966849084948%
150,2016,2016,SI,SI,FEMINICIDIO ART. 104A C.P.,Norte de Santander,INACTIVO,EJECUCIÓN DE PENAS,JUVENTUD 18 - 28,SI,SI,SI,CÚCUTA,Colombia,Colombia,FEMENINO,1,680765,30,100%,0.00440680704795341%,SAN ANTONIO,0.007156147130385%
151,2016,2016,SI,SI,FEMINICIDIO ART. 104A C.P.,Valle del Cauca,INACTIVO,EJECUCIÓN DE PENAS,ADULTEZ 29 - 59,SI,NO,SI,CALI,Colombia,Colombia,FEMENINO,2,2496346,444,100%,0.0177859960117708%,TULUÁ,0.00624283745880842%
152,2016,2016,SI,SI,FEMINICIDIO ART. 104A C.P.,Valle del Cauca,INACTIVO,EJECUCIÓN DE PENAS,ADULTEZ 29 - 59,SI,NO,SI,FLORIDA,Colombia,Colombia,FEMENINO,1,59207,7,100%,0.0118229263431689%,MITÚ,0.00604613198706128%
153,2016,2016,SI,SI,FEMINICIDIO ART. 104A C.P.,Valle del Cauca,INACTIVO,EJECUCIÓN DE PENAS,ADULTEZ 29 - 59,SI,SI,SI,JAMUNDÍ,Colombia,Colombia,FEMENINO,1,132540,11,100%,0.00829938131884714%,ANORÍ,0.0110095783331498%
154,2016,2016,SI,SI,FEMINICIDIO ART. 104A C.P.,Valle del Cauca,INACTIVO,EJECUCIÓN DE PENAS,INFANCIA 6 - 11,SI,SI,SI,CALI,Colombia,Colombia,FEMENINO,1,2496346,444,100%,0.0177859960117708%,SAN ANDRÉS,0.0751314800901578%
155,2016,2016,NO,NO,FEMINICIDIO ART. 104A C.P.,"BOGOTÁ, D. C.",INACTIVO,INDAGACIÓN,SIN DATO,NO,NO,NO,"BOGOTÁ, D.C.",Colombia,Colombia,FEMENINO,1,8380801,884,100%,0.0105479177944924%,CANTAGALLO,0.0298418382572366%
156,2016,2016,NO,NO,FEMINICIDIO ART. 104A C.P.,"BOGOTÁ, D. C.",INACTIVO,INDAGACIÓN,SIN DATO,NO,NO,NO,"BOGOTÁ, D.C.",Colombia,Colombia,MASCULINO,1,8380801,884,100%,0.0105479177944924%,VILLAPINZÓN,0.00467726847521048%
157,2016,2016,NO,NO,FEMINICIDIO ART. 104A C.P.,"BOGOTÁ, D. C.",INACTIVO,INDAGACIÓN,SIN DATO,NO,SI,NO,"BOGOTÁ, D.C.",Colombia,Colombia,FEMENINO,1,8380801,884,100%,0.0105479177944924%,EL COLEGIO,0.0223863890754421%
158,2016,2016,NO,NO,FEMINICIDIO ART. 104A C.P.,"BOGOTÁ, D. C.",INACTIVO,INDAGACIÓN,SIN DATO,NO,SI,NO,"BOGOTÁ, D.C.",Colombia,Colombia,MASCULINO,1,8380801,884,100%,0.0105479177944924%,GRANADA,0.0404448938321537%
159,2016,2016,NO,NO,FEMINICIDIO ART. 104A C.P.,Chocó,INACTIVO,INDAGACIÓN,ADULTEZ 29 - 59,NO,NO,NO,QUIBDO,Colombia,Colombia,FEMENINO,2,116322,28,100%,0.0240711129451007%,REPELÓN,0.0072020165646381%
160,2017,2015,NO,NO,FEMINICIDIO ART. 104A C.P.,Córdoba,ACTIVO,INDAGACIÓN,SIN DATO,SI,NO,NO,TIERRALTA,Colombia,Colombia,FEMENINO,1,112206,7,100%,0.00623852556904265%,FLORENCIA,0.00746606938111618%
161,2017,2016,NO,NO,FEMINICIDIO ART. 104A C.P.,"BOGOTÁ, D. C.",INACTIVO,INDAGACIÓN,SIN DATO,NO,NO,NO,"BOGOTÁ, D.C.",Colombia,Colombia,FEMENINO,1,8380801,884,100%,0.0105479177944924%,BAHÍA SOLANO,0.0105820105820106%
162,2017,2016,NO,NO,FEMINICIDIO ART. 104A C.P.,Cauca,INACTIVO,INDAGACIÓN,SIN DATO,NO,NO,NO,POPAYÁN,Colombia,Colombia,FEMENINO,1,288636,41,100%,0.0142047423051872%,TARAPACÁ,0.022737608003638%
163,2017,2016,NO,NO,FEMINICIDIO ART. 104A C.P.,Cauca,INACTIVO,INDAGACIÓN,SIN DATO,NO,NO,NO,POPAYÁN,Colombia,Colombia,MASCULINO,1,288636,41,100%,0.0142047423051872%,SANTA BARBARA,0.00470854129390715%
164,2017,2017,NO,NO,FEMINICIDIO ART. 104A C.P.,Antioquia,ACTIVO,INDAGACIÓN,ADOLESCENTE 14 - 17,SI,NO,NO,MEDELLÍN,Colombia,Colombia,FEMENINO,1,2569007,215,100%,0.00836899237721034%,TAME,0.0163553100239878%
165,2017,2017,NO,NO,FEMINICIDIO ART. 104A C.P.,Antioquia,ACTIVO,INDAGACIÓN,ADOLESCENTE 14 - 17,SI,SI,NO,MEDELLÍN,Colombia,Colombia,FEMENINO,1,2569007,215,100%,0.00836899237721034%,MAGANGUÉ,0.00725888406755602%
166,2017,2017,NO,NO,FEMINICIDIO ART. 104A C.P.,Antioquia,ACTIVO,INDAGACIÓN,ADULTEZ 29 - 59,SI,NO,NO,JERICÓ,Colombia,Colombia,FEMENINO,1,11679,2,100%,0.0171247538316637%,PUERTO ESCONDIDO,0.00594000594000594%
167,2017,2017,NO,NO,FEMINICIDIO ART. 104A C.P.,Antioquia,ACTIVO,INDAGACIÓN,ADULTEZ 29 - 59,SI,NO,NO,JERICÓ,Colombia,Colombia,MASCULINO,1,11679,2,100%,0.0171247538316637%,LA MESA,0.0118630998279851%
168,2017,2017,NO,NO,FEMINICIDIO ART. 104A C.P.,Antioquia,ACTIVO,INDAGACIÓN,ADULTEZ 29 - 59,SI,SI,NO,LA ESTRELLA,Colombia,Colombia,FEMENINO,1,67254,16,100%,0.0237904065185714%,RIVERA,0.0151891043491469%
169,2017,2017,NO,NO,FEMINICIDIO ART. 104A C.P.,Antioquia,ACTIVO,INDAGACIÓN,JUVENTUD 18 - 28,SI,SI,NO,MEDELLÍN,Colombia,Colombia,FEMENINO,1,2569007,215,100%,0.00836899237721034%,DOSQUEBRADAS,0.00383424556425716%
170,2017,2017,NO,NO,FEMINICIDIO ART. 104A C.P.,Antioquia,ACTIVO,INDAGACIÓN,JUVENTUD 18 - 28,SI,SI,NO,TURBO,Colombia,Colombia,FEMENINO,1,181377,9,100%,0.00496204039100878%,ROVIRA,0.0247966673279111%
171,2017,2017,NO,NO,FEMINICIDIO ART. 104A C.P.,Antioquia,ACTIVO,INDAGACIÓN,SIN DATO,SI,NO,NO,MEDELLÍN,Colombia,Colombia,FEMENINO,1,2569007,215,100%,0.00836899237721034%,CANDELARIA,0.111208197632854%
172,2017,2017,NO,NO,FEMINICIDIO ART. 104A C.P.,Antioquia,INACTIVO,INDAGACIÓN,ADOLESCENTE 14 - 17,SI,SI,NO,MEDELLÍN,Colombia,Colombia,FEMENINO,1,2569007,215,100%,0.00836899237721034%,CARTAGO,0.00811083829200492%
173,2017,2017,NO,NO,FEMINICIDIO ART. 104A C.P.,Antioquia,INACTIVO,INDAGACIÓN,SIN DATO,SI,NO,NO,LIBORINA,Colombia,Colombia,FEMENINO,1,9601,2,100%,0.020831163420477%,MARÍA LA BAJA,0.00602724313898823%
174,2017,2017,NO,NO,FEMINICIDIO ART. 104A C.P.,Antioquia,INACTIVO,INVESTIGACIÓN,ADULTO MAYOR DE 60,SI,SI,SI,SABANETA,Colombia,Colombia,FEMENINO,1,55230,4,100%,0.00724244070251675%,ARCABUCO,0.0190439916206437%
175,2017,2017,NO,NO,FEMINICIDIO ART. 104A C.P.,Atlántico,ACTIVO,JUICIO,ADULTEZ 29 - 59,SI,SI,SI,CAMPO DE LA CRUZ,Colombia,Colombia,FEMENINO,1,14659,1,100%,0.00682174773176888%,PLANETA RICA,0.00286911114936593%
176,2017,2017,NO,NO,FEMINICIDIO ART. 104A C.P.,Atlántico,INACTIVO,INDAGACIÓN,ADOLESCENTE 14 - 17,SI,SI,NO,JUAN DE ACOSTA,Colombia,Colombia,FEMENINO,1,17925,1,100%,0.00557880055788006%,MOCOA,0.042903724043247%
177,2017,2017,NO,NO,FEMINICIDIO ART. 104A C.P.,"BOGOTÁ, D. C.",ACTIVO,INDAGACIÓN,ADULTEZ 29 - 59,SI,NO,NO,"BOGOTÁ, D.C.",Colombia,Colombia,FEMENINO,1,8380801,884,100%,0.0105479177944924%,COROZAL,0.00775229855652201%
178,2017,2017,NO,NO,FEMINICIDIO ART. 104A C.P.,"BOGOTÁ, D. C.",ACTIVO,INDAGACIÓN,ADULTEZ 29 - 59,SI,SI,NO,"BOGOTÁ, D.C.",Colombia,Colombia,FEMENINO,2,8380801,884,100%,0.0105479177944924%,BARRANCA DE UPÍA,0.0690925840626439%
179,2017,2017,NO,NO,FEMINICIDIO ART. 104A C.P.,"BOGOTÁ, D. C.",ACTIVO,INDAGACIÓN,JUVENTUD 18 - 28,SI,NO,NO,"BOGOTÁ, D.C.",Colombia,Colombia,FEMENINO,1,8380801,884,100%,0.0105479177944924%,YUMBO,0.0227975652200345%
180,2017,2017,NO,NO,FEMINICIDIO ART. 104A C.P.,"BOGOTÁ, D. C.",ACTIVO,INDAGACIÓN,JUVENTUD 18 - 28,SI,SI,NO,"BOGOTÁ, D.C.",Colombia,Colombia,FEMENINO,1,8380801,884,100%,0.0105479177944924%,ITAGUI,0.00919328889910365%
